0.00.023.024 E ggml_cuda_init: failed to initialize CUDA: no CUDA-capable device is detected
0.00.024.041 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.254 W srv  llama_server: -----------------
0.00.024.255 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.024.255 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.024.255 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.024.255 W srv  llama_server: -----------------
0.00.025.566 I srv    load_model: loading model '/home/hectormr/LifeOS/models/qwen35-4b/Qwen3.5-4B-Q4_K_M.gguf'
0.03.806.220 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.827.326 I srv  llama_server: model loaded
0.03.827.331 I srv  llama_server: listening on http://127.0.0.1:8080
33.19.373.539 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
47.01.093.437 I slot print_timing: id  0 | task 340 | prompt processing, n_tokens =    185, progress = 0.35, t =   3.54 s / 52.23 tokens per second
47.10.832.803 I slot print_timing: id  0 | task 340 | prompt processing, n_tokens =    697, progress = 0.99, t =  13.28 s / 52.48 tokens per second
47.14.794.136 I slot print_timing: id  0 | task 340 | prompt eval time =   13432.35 ms /   701 tokens (   19.16 ms per token,    52.19 tokens per second)
47.14.794.139 I slot print_timing: id  0 | task 340 |        eval time =    3810.12 ms /    53 tokens (   71.89 ms per token,    13.91 tokens per second)
47.14.794.140 I slot print_timing: id  0 | task 340 |       total time =   17242.46 ms /   754 tokens
47.14.794.140 I slot print_timing: id  0 | task 340 |    graphs reused =        362
47.14.795.071 I slot      release: id  0 | task 340 | stop processing: n_tokens = 843, truncated = 0
47.19.099.259 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.251 (> 0.100 thold), f_keep = 0.151
47.19.210.090 I slot launch_slot_: id  0 | task 396 | processing task, is_child = 0
47.27.028.400 I slot print_timing: id  0 | task 396 | prompt processing, n_tokens =    412, progress = 0.99, t =   7.82 s / 52.70 tokens per second
47.31.309.944 I slot print_timing: id  0 | task 396 | prompt eval time =    7961.72 ms /   416 tokens (   19.14 ms per token,    52.25 tokens per second)
47.31.309.946 I slot print_timing: id  0 | task 396 |        eval time =    4138.11 ms /    58 tokens (   71.35 ms per token,    14.02 tokens per second)
47.31.309.973 I slot print_timing: id  0 | task 396 |       total time =   12099.83 ms /   474 tokens
47.31.309.974 I slot print_timing: id  0 | task 396 |    graphs reused =        417
47.31.310.466 I slot      release: id  0 | task 396 | stop processing: n_tokens = 563, truncated = 0
47.42.193.039 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.194 (> 0.100 thold), f_keep = 0.226
47.42.272.181 I slot launch_slot_: id  0 | task 456 | processing task, is_child = 0
47.52.654.655 I slot print_timing: id  0 | task 456 | prompt processing, n_tokens =    561, progress = 0.99, t =  10.38 s / 54.03 tokens per second
47.56.734.379 I slot print_timing: id  0 | task 456 | prompt eval time =   10524.60 ms /   565 tokens (   18.63 ms per token,    53.68 tokens per second)
47.56.734.382 I slot print_timing: id  0 | task 456 |        eval time =    3937.57 ms /    55 tokens (   71.59 ms per token,    13.97 tokens per second)
47.56.734.383 I slot print_timing: id  0 | task 456 |       total time =   14462.18 ms /   620 tokens
47.56.734.384 I slot print_timing: id  0 | task 456 |    graphs reused =        470
47.56.735.083 I slot      release: id  0 | task 456 | stop processing: n_tokens = 709, truncated = 0
48.07.261.265 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.162 (> 0.100 thold), f_keep = 0.179
48.07.364.050 I slot launch_slot_: id  0 | task 514 | processing task, is_child = 0
48.10.666.408 I slot print_timing: id  0 | task 514 | prompt processing, n_tokens =    177, progress = 0.34, t =   3.30 s / 53.60 tokens per second
48.20.465.703 I slot print_timing: id  0 | task 514 | prompt processing, n_tokens =    689, progress = 0.99, t =  13.10 s / 52.59 tokens per second
48.24.292.767 I slot print_timing: id  0 | task 514 | prompt eval time =   13241.18 ms /   693 tokens (   19.11 ms per token,    52.34 tokens per second)
48.24.292.770 I slot print_timing: id  0 | task 514 |        eval time =    3687.49 ms /    51 tokens (   72.30 ms per token,    13.83 tokens per second)
48.24.292.771 I slot print_timing: id  0 | task 514 |       total time =   16928.67 ms /   744 tokens
48.24.292.771 I slot print_timing: id  0 | task 514 |    graphs reused =        519
48.24.293.622 I slot      release: id  0 | task 514 | stop processing: n_tokens = 833, truncated = 0
48.34.291.675 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.176 (> 0.100 thold), f_keep = 0.152
48.34.404.191 I slot launch_slot_: id  0 | task 568 | processing task, is_child = 0
48.45.940.585 I slot print_timing: id  0 | task 568 | prompt processing, n_tokens =    627, progress = 0.99, t =  11.54 s / 54.35 tokens per second
48.50.092.298 I slot print_timing: id  0 | task 568 | prompt eval time =   11671.40 ms /   631 tokens (   18.50 ms per token,    54.06 tokens per second)
48.50.092.301 I slot print_timing: id  0 | task 568 |        eval time =    4016.69 ms /    55 tokens (   73.03 ms per token,    13.69 tokens per second)
48.50.092.301 I slot print_timing: id  0 | task 568 |       total time =   15688.09 ms /   686 tokens
48.50.092.302 I slot print_timing: id  0 | task 568 |    graphs reused =        571
48.50.092.909 I slot      release: id  0 | task 568 | stop processing: n_tokens = 775, truncated = 0
48.58.865.994 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.193 (> 0.100 thold), f_keep = 0.164
48.58.967.649 I slot launch_slot_: id  0 | task 626 | processing task, is_child = 0
49.09.555.133 I slot print_timing: id  0 | task 626 | prompt processing, n_tokens =    563, progress = 0.99, t =  10.59 s / 53.18 tokens per second
49.13.760.269 I slot print_timing: id  0 | task 626 | prompt eval time =   10738.75 ms /   567 tokens (   18.94 ms per token,    52.80 tokens per second)
49.13.760.272 I slot print_timing: id  0 | task 626 |        eval time =    4053.84 ms /    56 tokens (   72.39 ms per token,    13.81 tokens per second)
49.13.760.272 I slot print_timing: id  0 | task 626 |       total time =   14792.60 ms /   623 tokens
49.13.760.273 I slot print_timing: id  0 | task 626 |    graphs reused =        625
49.13.760.949 I slot      release: id  0 | task 626 | stop processing: n_tokens = 712, truncated = 0
49.23.985.501 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.166 (> 0.100 thold), f_keep = 0.178
49.24.082.564 I slot launch_slot_: id  0 | task 685 | processing task, is_child = 0
49.36.403.586 I slot print_timing: id  0 | task 685 | prompt processing, n_tokens =    672, progress = 0.99, t =  12.32 s / 54.54 tokens per second
49.40.540.455 I slot print_timing: id  0 | task 685 | prompt eval time =   12453.99 ms /   676 tokens (   18.42 ms per token,    54.28 tokens per second)
49.40.540.458 I slot print_timing: id  0 | task 685 |        eval time =    4003.88 ms /    53 tokens (   75.54 ms per token,    13.24 tokens per second)
49.40.540.458 I slot print_timing: id  0 | task 685 |       total time =   16457.87 ms /   729 tokens
49.40.540.459 I slot print_timing: id  0 | task 685 |    graphs reused =        675
49.40.541.109 I slot      release: id  0 | task 685 | stop processing: n_tokens = 818, truncated = 0
50.05.149.977 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.274 (> 0.100 thold), f_keep = 0.155
50.05.263.312 I slot launch_slot_: id  0 | task 741 | processing task, is_child = 0
50.11.947.792 I slot print_timing: id  0 | task 741 | prompt processing, n_tokens =    369, progress = 0.99, t =   6.68 s / 55.20 tokens per second
50.15.636.736 I slot print_timing: id  0 | task 741 | prompt eval time =    6822.43 ms /   373 tokens (   18.29 ms per token,    54.67 tokens per second)
50.15.636.741 I slot print_timing: id  0 | task 741 |        eval time =    3550.97 ms /    45 tokens (   78.91 ms per token,    12.67 tokens per second)
50.15.636.742 I slot print_timing: id  0 | task 741 |       total time =   10373.40 ms /   418 tokens
50.15.636.743 I slot print_timing: id  0 | task 741 |    graphs reused =        718
50.15.637.229 I slot      release: id  0 | task 741 | stop processing: n_tokens = 507, truncated = 0
50.18.827.013 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.291 (> 0.100 thold), f_keep = 0.266
50.18.909.943 I slot launch_slot_: id  0 | task 788 | processing task, is_child = 0
50.25.701.453 I slot print_timing: id  0 | task 788 | prompt processing, n_tokens =    370, progress = 0.99, t =   6.79 s / 54.48 tokens per second
50.29.079.799 I slot print_timing: id  0 | task 788 | prompt eval time =    6934.89 ms /   374 tokens (   18.54 ms per token,    53.93 tokens per second)
50.29.079.802 I slot print_timing: id  0 | task 788 |        eval time =    3234.95 ms /    46 tokens (   70.32 ms per token,    14.22 tokens per second)
50.29.079.802 I slot print_timing: id  0 | task 788 |       total time =   10169.83 ms /   420 tokens
50.29.079.803 I slot print_timing: id  0 | task 788 |    graphs reused =        762
50.29.079.968 I slot      release: id  0 | task 788 | stop processing: n_tokens = 509, truncated = 0
50.32.132.327 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.301 (> 0.100 thold), f_keep = 0.265
50.32.209.044 I slot launch_slot_: id  0 | task 836 | processing task, is_child = 0
50.38.584.753 I slot print_timing: id  0 | task 836 | prompt processing, n_tokens =    355, progress = 0.99, t =   6.38 s / 55.68 tokens per second
50.41.979.211 I slot print_timing: id  0 | task 836 | prompt eval time =    6517.31 ms /   359 tokens (   18.15 ms per token,    55.08 tokens per second)
50.41.979.214 I slot print_timing: id  0 | task 836 |        eval time =    3252.84 ms /    46 tokens (   70.71 ms per token,    14.14 tokens per second)
50.41.979.215 I slot print_timing: id  0 | task 836 |       total time =    9770.15 ms /   405 tokens
50.41.979.216 I slot print_timing: id  0 | task 836 |    graphs reused =        806
50.41.979.361 I slot      release: id  0 | task 836 | stop processing: n_tokens = 494, truncated = 0
50.45.266.435 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.292 (> 0.100 thold), f_keep = 0.273
50.45.345.423 I slot launch_slot_: id  0 | task 884 | processing task, is_child = 0
50.52.417.356 I slot print_timing: id  0 | task 884 | prompt processing, n_tokens =    369, progress = 0.99, t =   7.07 s / 52.18 tokens per second
50.56.097.393 I slot print_timing: id  0 | task 884 | prompt eval time =    7320.31 ms /   373 tokens (   19.63 ms per token,    50.95 tokens per second)
50.56.097.397 I slot print_timing: id  0 | task 884 |        eval time =    3431.63 ms /    45 tokens (   76.26 ms per token,    13.11 tokens per second)
50.56.097.397 I slot print_timing: id  0 | task 884 |       total time =   10751.95 ms /   418 tokens
50.56.097.398 I slot print_timing: id  0 | task 884 |    graphs reused =        849
50.56.097.682 I slot      release: id  0 | task 884 | stop processing: n_tokens = 507, truncated = 0
50.59.045.184 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.302 (> 0.100 thold), f_keep = 0.266
50.59.158.476 I slot launch_slot_: id  0 | task 931 | processing task, is_child = 0
51.05.535.562 I slot print_timing: id  0 | task 931 | prompt processing, n_tokens =    353, progress = 0.99, t =   6.38 s / 55.35 tokens per second
51.08.847.867 I slot print_timing: id  0 | task 931 | prompt eval time =    6522.69 ms /   357 tokens (   18.27 ms per token,    54.73 tokens per second)
51.08.847.870 I slot print_timing: id  0 | task 931 |        eval time =    3166.68 ms /    45 tokens (   70.37 ms per token,    14.21 tokens per second)
51.08.847.870 I slot print_timing: id  0 | task 931 |       total time =    9689.37 ms /   402 tokens
51.08.847.871 I slot print_timing: id  0 | task 931 |    graphs reused =        892
51.08.847.976 I slot      release: id  0 | task 931 | stop processing: n_tokens = 491, truncated = 0
51.12.322.024 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.284 (> 0.100 thold), f_keep = 0.275
51.12.403.325 I slot launch_slot_: id  0 | task 978 | processing task, is_child = 0
51.19.245.654 I slot print_timing: id  0 | task 978 | prompt processing, n_tokens =    381, progress = 0.99, t =   6.84 s / 55.68 tokens per second
51.22.521.475 I slot print_timing: id  0 | task 978 | prompt eval time =    6976.48 ms /   385 tokens (   18.12 ms per token,    55.19 tokens per second)
51.22.521.478 I slot print_timing: id  0 | task 978 |        eval time =    3141.65 ms /    44 tokens (   71.40 ms per token,    14.01 tokens per second)
51.22.521.479 I slot print_timing: id  0 | task 978 |       total time =   10118.13 ms /   429 tokens
51.22.521.479 I slot print_timing: id  0 | task 978 |    graphs reused =        933
51.22.521.773 I slot      release: id  0 | task 978 | stop processing: n_tokens = 518, truncated = 0
51.25.545.551 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.293 (> 0.100 thold), f_keep = 0.261
51.25.665.976 I slot launch_slot_: id  0 | task 1024 | processing task, is_child = 0
51.32.376.433 I slot print_timing: id  0 | task 1024 | prompt processing, n_tokens =    367, progress = 0.99, t =   6.71 s / 54.69 tokens per second
51.35.772.454 I slot print_timing: id  0 | task 1024 | prompt eval time =    6844.03 ms /   371 tokens (   18.45 ms per token,    54.21 tokens per second)
51.35.772.456 I slot print_timing: id  0 | task 1024 |        eval time =    3262.43 ms /    46 tokens (   70.92 ms per token,    14.10 tokens per second)
51.35.772.457 I slot print_timing: id  0 | task 1024 |       total time =   10106.46 ms /   417 tokens
51.35.772.457 I slot print_timing: id  0 | task 1024 |    graphs reused =        977
51.35.772.552 I slot      release: id  0 | task 1024 | stop processing: n_tokens = 506, truncated = 0
51.39.683.736 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.278 (> 0.100 thold), f_keep = 0.267
51.39.772.991 I slot launch_slot_: id  0 | task 1072 | processing task, is_child = 0
51.47.029.008 I slot print_timing: id  0 | task 1072 | prompt processing, n_tokens =    392, progress = 0.99, t =   7.26 s / 54.02 tokens per second
51.50.491.351 I slot print_timing: id  0 | task 1072 | prompt eval time =    7425.91 ms /   396 tokens (   18.75 ms per token,    53.33 tokens per second)
51.50.491.354 I slot print_timing: id  0 | task 1072 |        eval time =    3292.43 ms /    46 tokens (   71.57 ms per token,    13.97 tokens per second)
51.50.491.354 I slot print_timing: id  0 | task 1072 |       total time =   10718.34 ms /   442 tokens
51.50.491.379 I slot print_timing: id  0 | task 1072 |    graphs reused =       1020
51.50.491.490 I slot      release: id  0 | task 1072 | stop processing: n_tokens = 531, truncated = 0
58.49.435.557 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.273 (> 0.100 thold), f_keep = 0.239
58.49.529.656 I slot launch_slot_: id  0 | task 1120 | processing task, is_child = 0
58.56.649.732 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =    371, progress = 0.99, t =   7.12 s / 52.11 tokens per second
59.00.022.478 I slot print_timing: id  0 | task 1120 | prompt eval time =    7255.48 ms /   375 tokens (   19.35 ms per token,    51.69 tokens per second)
59.00.022.484 I slot print_timing: id  0 | task 1120 |        eval time =    3237.32 ms /    45 tokens (   71.94 ms per token,    13.90 tokens per second)
59.00.022.485 I slot print_timing: id  0 | task 1120 |       total time =   10492.80 ms /   420 tokens
59.00.022.486 I slot print_timing: id  0 | task 1120 |    graphs reused =       1063
59.00.022.794 I slot      release: id  0 | task 1120 | stop processing: n_tokens = 509, truncated = 0
59.04.381.841 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.284 (> 0.100 thold), f_keep = 0.253
59.04.466.364 I slot launch_slot_: id  0 | task 1167 | processing task, is_child = 0
59.11.104.620 I slot print_timing: id  0 | task 1167 | prompt processing, n_tokens =    361, progress = 0.99, t =   6.64 s / 54.38 tokens per second
59.14.229.094 I slot print_timing: id  0 | task 1167 | prompt eval time =    6770.87 ms /   365 tokens (   18.55 ms per token,    53.91 tokens per second)
59.14.229.097 I slot print_timing: id  0 | task 1167 |        eval time =    2991.84 ms /    42 tokens (   71.23 ms per token,    14.04 tokens per second)
59.14.229.126 I slot print_timing: id  0 | task 1167 |       total time =    9762.71 ms /   407 tokens
59.14.229.133 I slot print_timing: id  0 | task 1167 |    graphs reused =       1103
59.14.229.233 I slot      release: id  0 | task 1167 | stop processing: n_tokens = 496, truncated = 0
59.19.688.039 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.268 (> 0.100 thold), f_keep = 0.260
59.19.772.190 I slot launch_slot_: id  0 | task 1211 | processing task, is_child = 0
59.26.940.542 I slot print_timing: id  0 | task 1211 | prompt processing, n_tokens =    387, progress = 0.99, t =   7.17 s / 53.99 tokens per second
59.30.043.119 I slot print_timing: id  0 | task 1211 | prompt eval time =    7316.73 ms /   391 tokens (   18.71 ms per token,    53.44 tokens per second)
59.30.043.163 I slot print_timing: id  0 | task 1211 |        eval time =    2954.17 ms /    41 tokens (   72.05 ms per token,    13.88 tokens per second)
59.30.043.164 I slot print_timing: id  0 | task 1211 |       total time =   10270.91 ms /   432 tokens
59.30.043.165 I slot print_timing: id  0 | task 1211 |    graphs reused =       1141
59.30.043.324 I slot      release: id  0 | task 1211 | stop processing: n_tokens = 521, truncated = 0
107.01.525.319 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.316 (> 0.100 thold), f_keep = 0.186
107.01.647.249 I slot launch_slot_: id  0 | task 1254 | processing task, is_child = 0
107.05.888.598 I slot print_timing: id  0 | task 1254 | prompt processing, n_tokens =    213, progress = 0.99, t =   4.24 s / 50.22 tokens per second
107.07.767.978 I slot print_timing: id  0 | task 1254 | prompt eval time =    4386.83 ms /   217 tokens (   20.22 ms per token,    49.47 tokens per second)
107.07.768.009 I slot print_timing: id  0 | task 1254 |        eval time =    1733.88 ms /    25 tokens (   69.36 ms per token,    14.42 tokens per second)
107.07.768.010 I slot print_timing: id  0 | task 1254 |       total time =    6120.70 ms /   242 tokens
107.07.768.011 I slot print_timing: id  0 | task 1254 |    graphs reused =       1164
107.07.768.085 I slot      release: id  0 | task 1254 | stop processing: n_tokens = 331, truncated = 0
107.07.781.251 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.225 (> 0.100 thold), f_keep = 0.341
107.07.864.732 I slot launch_slot_: id  0 | task 1281 | processing task, is_child = 0
107.15.458.557 I slot print_timing: id  0 | task 1281 | prompt processing, n_tokens =    408, progress = 0.99, t =   7.59 s / 53.73 tokens per second
107.18.766.498 I slot print_timing: id  0 | task 1281 | prompt eval time =    7747.73 ms /   412 tokens (   18.81 ms per token,    53.18 tokens per second)
107.18.766.501 I slot print_timing: id  0 | task 1281 |        eval time =    3154.02 ms /    44 tokens (   71.68 ms per token,    13.95 tokens per second)
107.18.766.502 I slot print_timing: id  0 | task 1281 |       total time =   10901.75 ms /   456 tokens
107.18.766.502 I slot print_timing: id  0 | task 1281 |    graphs reused =       1205
107.18.766.658 I slot      release: id  0 | task 1281 | stop processing: n_tokens = 545, truncated = 0
107.18.778.707 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.276 (> 0.100 thold), f_keep = 0.207
107.18.864.808 I slot launch_slot_: id  0 | task 1327 | processing task, is_child = 0
107.24.886.318 I slot print_timing: id  0 | task 1327 | prompt processing, n_tokens =    315, progress = 0.99, t =   6.02 s / 52.31 tokens per second
107.28.153.895 I slot print_timing: id  0 | task 1327 | prompt eval time =    6162.56 ms /   319 tokens (   19.32 ms per token,    51.76 tokens per second)
107.28.153.898 I slot print_timing: id  0 | task 1327 |        eval time =    3126.47 ms /    44 tokens (   71.06 ms per token,    14.07 tokens per second)
107.28.153.899 I slot print_timing: id  0 | task 1327 |       total time =    9289.04 ms /   363 tokens
107.28.153.899 I slot print_timing: id  0 | task 1327 |    graphs reused =       1247
107.28.153.991 I slot      release: id  0 | task 1327 | stop processing: n_tokens = 452, truncated = 0
107.28.167.074 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.209 (> 0.100 thold), f_keep = 0.250
107.28.266.598 I slot launch_slot_: id  0 | task 1373 | processing task, is_child = 0
107.36.432.601 I slot print_timing: id  0 | task 1373 | prompt processing, n_tokens =    446, progress = 0.99, t =   8.17 s / 54.62 tokens per second
107.39.794.941 I slot print_timing: id  0 | task 1373 | prompt eval time =    8317.63 ms /   450 tokens (   18.48 ms per token,    54.10 tokens per second)
107.39.794.944 I slot print_timing: id  0 | task 1373 |        eval time =    3210.70 ms /    45 tokens (   71.35 ms per token,    14.02 tokens per second)
107.39.794.944 I slot print_timing: id  0 | task 1373 |       total time =   11528.33 ms /   495 tokens
107.39.794.945 I slot print_timing: id  0 | task 1373 |    graphs reused =       1290
107.39.795.133 I slot      release: id  0 | task 1373 | stop processing: n_tokens = 584, truncated = 0
